,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex
103,Кристалл-Инвест,real_estate_agent,https://ekb.cian.ru/sale/flat/309512869/,Екатеринбург,sale,flat,5,5,0,19.0,-1,0,2320000,1960,-1,-1,-1,-1,19 м²,-1,79122910546,Орджоникидзевский,переулок Суворовский,3,Уралмаш,
104,ID 58117290,realtor,https://ekb.cian.ru/sale/flat/307889177/,Екатеринбург,sale,flat,1,2,0,18.0,-1,0,2230000,-1,-1,-1,-1,-1,15 м²,2 м²,79122058592,Октябрьский, Куйбышева,82,Геологическая,
105,АТОМ,developer,https://ekb.cian.ru/sale/flat/304866435/,Екатеринбург,sale,flat,19,26,0,24.7,-1,0,3800000,2024,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","17,3 м²",-1,73432261849,, Николая Кичигина,7,Чкаловская,NOVA park
106,Ульяна Вотинцева,realtor,https://ekb.cian.ru/sale/flat/307920697/,Екатеринбург,sale,flat,10,24,0,19.9,-1,0,3050000,2023,-1,-1,-1,-1,-1,-1,79827610787,Чкаловский,Светлый мкр,10,Ботаническая,Светлый
107,ID 104336377,homeowner,https://ekb.cian.ru/sale/flat/309207550/,Екатеринбург,sale,flat,11,25,0,22.4,-1,0,2700000,2023,-1,-1,-1,-1,11 м²,"5,2 м²",79120515009,Октябрьский, Латвийская,58/3,Геологическая,Хрустальные Ключи
108,АТОМ,developer,https://ekb.cian.ru/sale/flat/304055068/,Екатеринбург,sale,flat,2,4,0,28.5,-1,0,5300000,2024,-1,"Монолитно-кирпичный, блочный, кирпичный",-1,"Чистовая, чистовая с мебелью","17,7 м²",-1,73432261763,Ленинский, Академика Вонсовского,19/4,Чкаловская,Балтийский
109,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/305540596/,Екатеринбург,sale,flat,11,25,0,22.4,-1,0,2799000,2022,-1,-1,-1,-1,16 м²,5 м²,79826515288,Октябрьский, Латвийская,58/3,Геологическая,Хрустальные Ключи
110,ID 97779717,homeowner,https://ekb.cian.ru/sale/flat/295208598/,Екатеринбург,sale,flat,1,10,-1,24.4,-1,0,2399000,2008,-1,-1,-1,-1,3 м²,-1,79655310495,Чкаловский, Бисертская,36,Ботаническая,
111,АТОМ,developer,https://ekb.cian.ru/sale/flat/306461784/,Екатеринбург,sale,flat,17,29,0,41.13,-1,0,6200000,2026,-1,Монолитно-кирпичный,-1,"Без отделки, предчистовая, чистовая","20,6 м²","8,1 м²",73432261667,Верх-Исетский,переулок Ударников,33,Площадь 1905 года,REPIN TOWERS
112,Green Garden,real_estate_agent,https://ekb.cian.ru/sale/flat/307490204/,Екатеринбург,sale,flat,5,5,0,18.0,-1,0,2000000,1968,-1,-1,-1,-1,-1,-1,79120511838,Железнодорожный, Лесная,40,Уралмаш,
113,Макромир Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/304155905/,Екатеринбург,sale,flat,7,9,0,30.9,-1,0,3580000,-1,-1,-1,-1,-1,"23,9 м²",2 м²,79126539072,Верх-Исетский, Репина,21,Площадь 1905 года,
114,АТОМ,developer,https://ekb.cian.ru/sale/flat/308737503/,Екатеринбург,sale,flat,3,26,0,22.4,-1,0,4250000,2024,-1,Монолитно-кирпичный,-1,Чистовая,"14,6 м²",-1,73432261772,Чкаловский, Щербакова,148/2,Ботаническая,River Park
115,Квартирное бюро на Грибоедова,real_estate_agent,https://ekb.cian.ru/sale/flat/305982907/,Екатеринбург,sale,flat,1,5,0,17.3,-1,0,1650000,1972,-1,-1,-1,-1,"10,7 м²","5,1 м²",79826515056,Чкаловский, Альпинистов,20,Ботаническая,
116,ID 112348321,homeowner,https://ekb.cian.ru/sale/flat/298683363/,Екатеринбург,sale,flat,3,4,0,19.7,-1,0,1950000,1958,-1,-1,-1,-1,17 м²,2 м²,79122959012,Чкаловский, Военная,7,Ботаническая,
117,BAZA Development,representative_developer,https://ekb.cian.ru/sale/flat/305675311/,Екатеринбург,sale,flat,18,31,0,25.61,-1,0,4827485,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая",-1,-1,73432261829,Кировский, Владимира Высоцкого,7/2,Динамо,Квартал-парк Каменные Палатки
118,Наталья Журавлева,realtor,https://ekb.cian.ru/sale/flat/308518173/,Екатеринбург,sale,flat,5,5,0,19.0,-1,0,2850000,1960,-1,-1,-1,-1,12 м²,4 м²,79826870125,Орджоникидзевский,проспект Космонавтов,52А,Уралмаш,
119,ДомИнвест,real_estate_agent,https://ekb.cian.ru/sale/flat/308586143/,Екатеринбург,sale,flat,3,5,0,18.2,-1,0,1990000,1960,-1,-1,-1,-1,-1,-1,79126525502,Орджоникидзевский, Машиностроителей,33,Уралмаш,
120,Atlas Development,developer,https://ekb.cian.ru/sale/flat/300731308/,Екатеринбург,sale,flat,27,31,0,26.8,-1,0,7179324,2024,-1,-1,-1,Предчистовая,"13,2 м²","6,2 м²",73432261669,Октябрьский, Онежская,4,Ботаническая,4YOU
121,Содружество,real_estate_agent,https://ekb.cian.ru/sale/flat/308847353/,Екатеринбург,sale,flat,4,9,0,17.7,-1,0,2150000,1974,-1,-1,-1,-1,15 м²,-1,79126916631,Чкаловский, Братская,14,Ботаническая,
122,ПИК,developer,https://ekb.cian.ru/sale/flat/308580273/,Екатеринбург,sale,flat,2,24,0,19.6,-1,0,3768688,2023,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","9,2 м²","5,4 м²",73432261718,Октябрьский, Хуторская,1/2,Ботаническая,Исеть парк
123,Городской пруд,developer,https://ekb.cian.ru/sale/flat/303330973/,Екатеринбург,sale,flat,10,27,0,18.44,-1,0,3208560,2026,-1,-1,-1,Без отделки,-1,-1,73432267412,Орджоникидзевский,проспект Космонавтов,,,9 Космонавтов
124,Константин Щелконогов,realtor,https://ekb.cian.ru/sale/flat/308469083/,Екатеринбург,sale,flat,7,15,0,19.4,-1,0,3250000,2023,-1,-1,-1,-1,"13,5 м²",-1,79827241209,Кировский, 40-летия Комсомола,35/2,Геологическая,Малахит
125,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/306125273/,Екатеринбург,sale,flat,4,5,0,18.0,-1,0,2430000,1969,-1,-1,-1,-1,-1,5 м²,79126720469,Кировский, Педагогическая,8,Площадь 1905 года,
126,АТОМ,developer,https://ekb.cian.ru/sale/flat/304054474/,Екатеринбург,sale,flat,14,15,0,30.57,-1,0,6100000,2026,-1,"Монолитно-кирпичный, монолитный, кирпичный",-1,"Предчистовая, чистовая","10,7 м²","8,1 м²",73432261798,Орджоникидзевский,,,Уралмаш,Северное Сияние ЖК
127,ДОБРОДЕЛ ЭЛЬМАШ,real_estate_agent,https://ekb.cian.ru/sale/flat/308142747/,Екатеринбург,sale,flat,12,26,0,22.2,-1,0,2900000,2024,-1,-1,-1,-1,"17,2 м²",-1,79826332741,Чкаловский, Новостроя,7,Ботаническая,
128,Стройтэк,real_estate_agent,https://ekb.cian.ru/sale/flat/308037293/,Екатеринбург,sale,flat,4,16,0,23.11,-1,0,3350000,2025,-1,-1,-1,Без отделки,-1,-1,79826415480,Верх-Исетский,,,Геологическая,Русь-2 ЖК
129,Стройтэк,developer,https://ekb.cian.ru/sale/flat/278947257/,Екатеринбург,sale,flat,2,33,0,26.91,-1,0,5767639,2024,-1,"Монолитно-кирпичный, монолитный",-1,Чистовая,"9,8 м²",-1,73432261741,Кировский, Блюхера,40А,Уральская,Современник
130,Домкомм,real_estate_agent,https://ekb.cian.ru/sale/flat/309039027/,Екатеринбург,sale,flat,10,29,0,23.4,-1,0,4880000,2025,-1,-1,-1,Чистовая,"13,8 м²","3,2 м²",79126104907,,,,Чкаловская,Студия Парк ЖК
131,ЛСР. Недвижимость,developer,https://ekb.cian.ru/sale/flat/299266791/,Екатеринбург,sale,flat,3,32,0,26.8,-1,0,5909400,2026,-1,-1,-1,Под ключ,"10,1 м²","5,3 м²",73432260921,Центр,Центральный жилрайон,,Уральская,Азина 16 ЖК
132,АТОМ,developer,https://ekb.cian.ru/sale/flat/304055489/,Екатеринбург,sale,flat,19,30,0,24.94,-1,0,4700000,2026,-1,Монолитно-кирпичный,-1,Чистовая,"14,5 м²",-1,73432261681,Чкаловский,,,Ботаническая,Река. Дом на набережной ЖК
133,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/309562311/,Екатеринбург,sale,flat,6,12,0,30.7,-1,0,3990000,2017,-1,-1,-1,-1,20 м²,3 м²,79122108535,Чкаловский, Лучистая,4,Ботаническая,
134,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/309353126/,Екатеринбург,sale,flat,4,5,0,18.4,-1,0,2200000,1963,-1,-1,-1,-1,-1,"18,4 м²",79827302958,Железнодорожный, Подгорная,2,Машиностроителей,
135,АТОМ,developer,https://ekb.cian.ru/sale/flat/304055971/,Екатеринбург,sale,flat,9,26,0,27.39,-1,0,4250000,2026,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая","18,7 м²",-1,73432267519,, Академика Парина,,Чкаловская,Речной квартал
136,PR FLAT,real_estate_agent,https://ekb.cian.ru/sale/flat/306690072/,Екатеринбург,sale,flat,22,25,0,22.5,-1,0,2680000,2023,-1,-1,-1,-1,15 м²,6 м²,79827422635,Чкаловский,Светлый мкр,10,Ботаническая,Светлый
137,ID 58425186,homeowner,https://ekb.cian.ru/sale/flat/307952555/,Екатеринбург,sale,flat,3,5,0,17.9,-1,0,1999000,1975,-1,-1,-1,-1,13 м²,2 м²,79122839872,Чкаловский, Самолетная,45,Ботаническая,
138,Брусника,developer,https://ekb.cian.ru/sale/flat/303484929/,Екатеринбург,sale,flat,2,16,0,24.2,-1,0,6130000,2026,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая","10,8 м²","3,8 м²",73432261621,,,,Чкаловская,Южные Кварталы ЖК
139,ДОМОС КЛУБ,real_estate_agent,https://ekb.cian.ru/sale/flat/304424109/,Екатеринбург,sale,flat,2,3,0,19.0,-1,0,2600000,1952,-1,-1,-1,-1,12 м²,2 м²,79126107009,Орджоникидзевский, Старых Большевиков,14,Уралмаш,
140,Этажи Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/307815631/,Екатеринбург,sale,flat,5,5,0,15.5,-1,0,3000000,1956,-1,-1,-1,-1,-1,7 м²,79122605279,, Челюскинцев,1,Площадь 1905 года,
141,Философия Идеалистов,developer,https://ekb.cian.ru/sale/flat/306323253/,Екатеринбург,sale,flat,12,24,0,21.48,-1,0,5555939,2025,-1,-1,-1,Предчистовая,"10,9 м²",5 м²,73432260943,Верх-Исетский, Черкасская,,Геологическая,Философия Идеалистов на Черкасской
142,Сергей Ралько,realtor,https://ekb.cian.ru/sale/flat/309029486/,Екатеринбург,sale,flat,23,26,0,18.3,-1,0,2950000,2022,-1,-1,-1,-1,12 м²,6 м²,79826207204,Чкаловский,Светлый мкр,9,Ботаническая,
143,Бюро недвижимости Зыряновой,real_estate_agent,https://ekb.cian.ru/sale/flat/309139128/,Екатеринбург,sale,flat,2,7,0,27.0,-1,0,3690000,2015,-1,-1,-1,-1,19 м²,-1,79126318488,Чкаловский, Лучистая,2,Ботаническая,
144,BAZA Development,representative_developer,https://ekb.cian.ru/sale/flat/305675019/,Екатеринбург,sale,flat,7,17,0,29.51,-1,0,6167650,2024,-1,"Монолитно-кирпичный, монолитный",-1,"Без отделки, предчистовая",-1,-1,73432261674,Ленинский, Шаумяна,30,Чкаловская,Южные кварталы
145,Валерия Мартынова,realtor,https://ekb.cian.ru/sale/flat/309684549/,Екатеринбург,sale,flat,12,23,0,19.6,-1,0,3450000,2022,-1,-1,-1,-1,"8,2 м²",-1,79126030748,, Тенистая,6,Геологическая,Домино
146,ID 73328393,homeowner,https://ekb.cian.ru/sale/flat/307485106/,Екатеринбург,sale,flat,2,26,0,22.0,-1,0,2500000,2022,-1,-1,-1,Чистовая,"10,8 м²",-1,79120323776,Октябрьский, Латвийская,58/2,Геологическая,Хрустальные Ключи
147,Брусника,developer,https://ekb.cian.ru/sale/flat/308477056/,Екатеринбург,sale,flat,5,16,0,18.31,-1,0,4050000,2026,-1,"Монолитно-кирпичный, монолитный",-1,Предчистовая,-1,-1,73432261653,Чкаловский, Гастелло,19А,Ботаническая,Шишимская горка
148,Вера Горная,realtor,https://ekb.cian.ru/sale/flat/303111968/,Екатеринбург,sale,flat,19,23,0,27.9,-1,0,4999000,2016,-1,-1,-1,-1,-1,-1,79193634682,, Чайковского,86В,Ботаническая,
149,ID 120681588,homeowner,https://ekb.cian.ru/sale/flat/306185000/,Екатеринбург,sale,flat,1,4,0,20.0,-1,0,2350000,1932,-1,-1,-1,-1,13 м²,-1,79126720127,Орджоникидзевский, Ильича,9,Уралмаш,
150,Гринвич,developer,https://ekb.cian.ru/sale/flat/304722563/,Екатеринбург,sale,flat,29,31,0,25.58,-1,0,4962520,2025,-1,Монолитно-кирпичный,-1,"Предчистовая, чистовая",-1,-1,73432261791,Кировский, Владимира Высоцкого,7/2,Динамо,Квартал-парк Каменные Палатки
151,Драже,real_estate_agent,https://ekb.cian.ru/sale/flat/307717661/,Екатеринбург,sale,flat,3,9,0,14.3,-1,0,2600000,1980,-1,-1,-1,-1,7 м²,"2,3 м²",79827113634,Кировский, Красина,5,Уральская,
152,Макромир Екатеринбург,real_estate_agent,https://ekb.cian.ru/sale/flat/308235190/,Екатеринбург,sale,flat,14,32,0,25.03,-1,0,4000000,2024,-1,-1,-1,-1,"15,6 м²","4,4 м²",79126134425,Верх-Исетский, Репина,,Геологическая,Астон. Отрадный
